,totals_timeOnSite,hits_time
2452,218,5329
2453,218,15127
2454,218,15127
2455,218,15127
2456,218,15127
2457,218,15127
2458,218,15127
2459,218,15127
2460,218,15127
2461,218,15127
2462,218,15127
2463,218,15127
2464,218,15127
2467,218,136000
2468,218,136000
2469,218,159655
2470,218,159655
2471,218,196508
2472,218,196508
2473,218,217861
2474,218,217861
2475,218,217862
2476,218,217862
2479,408,37195
2480,408,37195
2482,408,172404
2483,408,172404
2484,408,221833
2485,408,221833
2486,408,243046
2487,408,243046
2488,408,391642
2489,408,391642
2490,408,407842
2491,408,407842
2492,408,407845
2493,408,407845
2495,406,17084
2496,406,17084
2497,406,17084
2498,406,17084
2499,406,17084
2500,406,17084
2501,406,17084
2502,406,17084
2503,406,17084
2504,406,17084
2505,406,17084
2506,406,17084
2509,406,88442
2510,406,121005
2511,406,148206
2512,406,157292
2513,406,157292
2517,382,11481
2521,382,111468
2522,382,268563
2523,382,339768
2524,382,382249
2525,382,382250
2529,157,20836
2530,157,20836
2531,157,20836
2532,157,20836
2533,157,20836
2534,157,20836
2535,157,20836
2536,157,20836
2537,157,20836
2538,157,20836
2539,157,20836
2540,157,20836
2542,157,71116
2543,157,88157
2544,157,146836
2545,157,156863
2546,157,156865
2550,133,24023
2554,133,75949
2555,133,83911
2556,133,116938
2557,133,133171
2558,133,133172
2562,285,65402
2566,285,136906
2567,285,174432
2568,285,239519
2569,285,284624
2570,285,284629
2574,203,29144
2578,203,89447
2579,203,132593
2580,203,185361
2581,203,203134
2582,203,203136
2598,280,217204
2599,280,241064
2600,280,252189
2601,280,261679
2602,280,279811
2603,280,279812
2607,226,11504
2611,226,101852
2612,226,159566
2613,226,209772
2614,226,225797
2615,226,225798
2617,339,233483
2618,339,233483
2619,339,240243
2622,339,265744
2623,339,277019
2624,339,309506
2625,339,339190
2626,339,339201
2628,163,6630
2629,163,6630
2630,163,6630
2631,163,6630
2632,163,6630
2633,163,6630
2634,163,6630
2635,163,6630
2636,163,6630
2637,163,6630
2638,163,6630
2639,163,6630
2642,163,44092
2643,163,55831
2644,163,63929
2645,163,83549
2646,163,83557
2653,276,132179
2654,276,171633
2655,276,184461
2656,276,275897
2657,276,275916
2662,178,31578
2663,178,62040
2664,178,70970
2665,178,144783
2666,178,177646
2667,178,177647
2669,181,20489
2670,181,20489
2671,181,20489
2672,181,20489
2673,181,20489
2674,181,20489
2675,181,20489
2676,181,20489
2677,181,20489
2678,181,20489
2679,181,20489
2680,181,20489
2683,181,115517
2684,181,122754
2685,181,131126
2686,181,147568
2687,181,147574
2690,110,16230
2691,110,17343
2694,110,48201
2695,110,48201
2696,110,48201
2697,110,77006
2698,110,77006
2699,110,77006
2700,110,97485
2701,110,97485
2702,110,97485
2703,110,109958
2704,110,109958
2705,110,109958
2706,110,109958
2707,110,109958
2708,110,109958
2726,278,137668
2727,278,194549
2728,278,278179
2729,278,278197
2731,307,6532
2732,307,6532
2733,307,6532
2734,307,6532
2735,307,6532
2736,307,6532
2737,307,6532
2738,307,6532
2739,307,6532
2740,307,6532
2741,307,6532
2742,307,6532
2746,307,133619
2747,307,133619
2748,307,192079
2749,307,192079
2750,307,281783
2751,307,281783
2752,307,306930
2753,307,306930
2754,307,306931
2755,307,306931
2758,346,11342
2759,346,11342
2760,346,11342
2761,346,11342
2762,346,11342
2763,346,11342
2764,346,11342
2765,346,11342
2766,346,11342
2767,346,11342
2768,346,11342
2769,346,11342
2771,346,67351
2772,346,157245
2773,346,177618
2774,346,265147
2775,346,346284
2776,346,346287
2781,439,267234
2782,439,301819
2783,439,326903
2784,439,353500
2785,439,439270
2786,439,439280
2791,576,397772
2793,576,397772
2794,576,397772
2795,576,397772
2796,576,397772
2797,576,467512
2799,576,467512
2800,576,467512
2801,576,467512
2802,576,467512
2803,576,499325
2805,576,499325
2806,576,499325
2807,576,499325
2808,576,499325
2809,576,537372
2811,576,537372
2812,576,537372
2813,576,537372
2814,576,537372
2815,576,575539
2817,576,575539
2818,576,575539
2819,576,575539
2820,576,575539
2821,576,575540
2823,576,575540
2824,576,575540
2825,576,575540
2826,576,575540
2830,494,330393
2834,494,387465
2835,494,444419
2836,494,480878
2837,494,494259
2838,494,494261
2841,260,18956
2842,260,18956
2843,260,18956
2844,260,18956
2845,260,18956
2846,260,18956
2847,260,18956
2848,260,18956
2849,260,18956
2850,260,18956
2851,260,18956
2852,260,18956
2855,260,121759
2856,260,121759
2857,260,121759
2858,260,121759
2859,260,121759
2860,260,138243
2861,260,138243
2862,260,138243
2863,260,138243
2864,260,138243
2865,260,214353
2866,260,214353
2867,260,214353
2868,260,214353
2869,260,214353
2870,260,259970
2871,260,259970
2872,260,259970
2873,260,259970
2874,260,259970
2875,260,259972
2876,260,259972
2877,260,259972
2878,260,259972
2879,260,259972
2881,759,15794
2882,759,15794
2883,759,15794
2884,759,15794
2885,759,15794
2886,759,15794
2887,759,15794
2888,759,15794
2889,759,15794
2890,759,15794
2891,759,15794
2892,759,15794
2893,759,126140
2894,759,126140
2895,759,188713
2897,759,355739
2898,759,490307
2899,759,690817
2900,759,758881
2901,759,758884
2903,409,52067
2904,409,52067
2905,409,52067
2906,409,52067
2907,409,52067
2908,409,52067
2909,409,52067
2910,409,52067
2911,409,52067
2912,409,52067
2913,409,52067
2914,409,52067
2915,409,145391
2916,409,145391
2917,409,155568
2918,409,155568
2919,409,155568
2920,409,155568
2921,409,155568
2922,409,155568
2923,409,155568
2924,409,155568
2925,409,155568
2926,409,155568
2927,409,155568
2928,409,155568
2930,409,209647
2931,409,317903
2932,409,394337
2933,409,408764
2934,409,408766
2936,167,7499
2937,167,7499
2938,167,7499
2939,167,7499
2940,167,7499
2941,167,7499
2942,167,7499
2943,167,7499
2944,167,7499
2945,167,7499
2946,167,7499
2947,167,7499
2949,167,58153
2950,167,77168
2951,167,120124
2952,167,157143
2953,167,157144
2958,254,33209
2960,254,40083
2962,254,62970
2963,254,62970
2964,254,107504
2965,254,107504
2966,254,227818
2967,254,227818
2968,254,253827
2969,254,253827
2970,254,253828
2971,254,253828
2973,318,7468
2974,318,7468
2975,318,7468
2976,318,7468
2977,318,7468
2978,318,7468
2979,318,7468
2980,318,7468
2981,318,7468
2982,318,7468
2983,318,7468
2984,318,7468
2987,318,102565
2988,318,116861
2989,318,127049
2990,318,140349
2991,318,140349
3005,386,6951
3006,386,6961
3007,386,12465
3011,386,264450
3013,386,385955
3015,386,385987
3018,208,20504
3019,208,20504
3020,208,20504
3021,208,20504
3022,208,20504
3023,208,20504
3024,208,20504
3025,208,20504
3026,208,20504
3027,208,20504
3028,208,20504
3029,208,20504
3030,208,41482
3031,208,41482
3032,208,41482
3033,208,41482
3034,208,41482
3035,208,62815
3036,208,62815
3037,208,62815
3038,208,62815
3039,208,62815
3040,208,62815
3041,208,62815
3042,208,62815
3043,208,62815
3044,208,62815
3045,208,62815
3046,208,62815
3048,208,145375
3052,208,164170
3056,208,192112
3060,208,208217
3064,208,208220
3072,343,166806
3073,343,256128
3074,343,289346
3075,343,322031
3076,343,342917
3077,343,342922
3080,323,57949
3083,323,98754
3084,323,132825
3085,323,161318
3086,323,257274
3087,323,323221
3088,323,323242
3093,992,516757
3094,992,516757
3095,992,641371
3096,992,641371
3097,992,733729
3098,992,733729
3099,992,934047
3100,992,934047
3101,992,991757
3102,992,991757
3103,992,991758
3104,992,991758
3106,1174,9441
3107,1174,9441
3108,1174,9441
3109,1174,9441
3110,1174,9441
3111,1174,9441
3112,1174,9441
3113,1174,9441
3114,1174,9441
3115,1174,9441
3116,1174,9441
3117,1174,9441
3120,1174,66044
3121,1174,1019288
3122,1174,1027864
3123,1174,1038173
3124,1174,1038174
3127,323,7817
3128,323,7817
3129,323,7817
3130,323,7817
3131,323,7817
3132,323,7817
3133,323,7817
3134,323,7817
3135,323,7817
3136,323,7817
3137,323,7817
3138,323,7817
3139,323,58073
3140,323,58073
3141,323,58073
3143,323,82029
3144,323,82029
3145,323,181411
3146,323,181411
3147,323,199961
3148,323,199961
3149,323,262580
3150,323,262580
3151,323,322699
3152,323,322699
3153,323,322703
3154,323,322703
3161,654,554232
3162,654,554232
3163,654,554232
3164,654,554232
3166,654,570636
3167,654,570636
3168,654,570636
3169,654,570636
3171,654,612946
3172,654,612946
3173,654,612946
3174,654,612946
3176,654,654222
3177,654,654222
3178,654,654222
3179,654,654222
3181,654,654222
3182,654,654222
3183,654,654222
3184,654,654222
3188,441,19475
3189,441,19475
3190,441,19475
3191,441,19475
3192,441,19475
3193,441,19475
3194,441,19475
3195,441,19475
3196,441,19475
3197,441,19475
3198,441,19475
3199,441,19475
3203,441,343260
3204,441,384145
3205,441,425768
3206,441,440707
3207,441,440715
3210,188,15532
3211,188,15532
3212,188,15532
3213,188,15532
3214,188,15532
3215,188,15532
3216,188,15532
3217,188,15532
3218,188,15532
3219,188,15532
3220,188,15532
3221,188,15532
3225,188,77804
3226,188,118877
3227,188,170731
3228,188,187988
3229,188,187990
3236,294,67755
3237,294,67755
3238,294,94471
3239,294,94471
3240,294,204307
3241,294,204307
3242,294,293903
3243,294,293903
3244,294,293904
3245,294,293904
3250,412,67260
3251,412,67260
3252,412,67260
3253,412,67260
3254,412,67260
3255,412,67260
3256,412,67260
3257,412,67260
3258,412,67260
3259,412,67260
3260,412,67260
3262,412,299450
3264,412,299450
3265,412,311402
3267,412,311402
3268,412,398228
3270,412,398228
3271,412,412231
3273,412,412231
3274,412,412231
3276,412,412231
3279,162,14222
3280,162,14222
3281,162,14222
3282,162,14222
3283,162,14222
3284,162,14222
3285,162,14222
3286,162,14222
3287,162,14222
3288,162,14222
3289,162,14222
3290,162,14222
3294,162,72767
3295,162,100580
3296,162,143195
3297,162,162034
3298,162,162034
3301,278,90330
3302,278,90330
3303,278,90330
3304,278,90330
3305,278,90330
3306,278,90330
3307,278,90330
3308,278,90330
3309,278,90330
3310,278,90330
3311,278,90330
3312,278,90330
3314,278,112910
3315,278,181958
3316,278,224266
3317,278,251116
3318,278,266103
3319,278,266106
3324,403,125438
3325,403,174746
3326,403,186051
3327,403,237109
3328,403,330808
3329,403,383231
3330,403,402817
3331,403,402818
3333,277,5198
3334,277,5198
3335,277,5198
3336,277,5198
3337,277,5198
3338,277,5198
3339,277,5198
3340,277,5198
3341,277,5198
3342,277,5198
3343,277,5198
3344,277,5198
3348,277,111879
3349,277,137866
3350,277,200315
3351,277,239044
3352,277,276566
3353,277,276567
3355,369,6309
3356,369,6309
3357,369,6309
3358,369,6309
3359,369,6309
3360,369,6309
3361,369,6309
3362,369,6309
3363,369,6309
3364,369,6309
3365,369,6309
3366,369,6309
3371,369,94707
3372,369,103366
3373,369,281415
3374,369,369109
3375,369,369110
3379,343,5704
3382,343,30028
3383,343,175261
3384,343,223039
3385,343,283158
3386,343,327254
3387,343,343490
3388,343,343490
3405,446,301000
3406,446,357885
3407,446,373636
3408,446,435059
3409,446,446464
3410,446,446465
3412,163,11287
3413,163,11287
3414,163,11287
3415,163,11287
3416,163,11287
3417,163,11287
3418,163,11287
3419,163,11287
3420,163,11287
3421,163,11287
3422,163,11287
3423,163,11287
3424,163,25469
3425,163,25469
3426,163,30000
3428,163,52855
3429,163,79439
3430,163,149523
3431,163,162901
3432,163,162901
3434,450,137692
3435,450,137692
3436,450,137692
3437,450,137692
3438,450,137692
3439,450,137692
3440,450,137692
3441,450,137692
3442,450,137692
3443,450,137692
3444,450,137692
3445,450,137692
3446,450,146835
3447,450,146835
3448,450,146835
3449,450,146835
3450,450,146835
3451,450,146835
3452,450,146835
3453,450,146835
3454,450,146835
3455,450,146835
3456,450,146835
3457,450,146835
3460,450,283192
3461,450,283192
3462,450,283192
3463,450,299010
3464,450,299010
3465,450,299010
3466,450,406415
3467,450,406415
3468,450,406415
3469,450,436255
3470,450,436255
3471,450,436255
3472,450,436255
3473,450,436255
3474,450,436255
3480,879,730759
3481,879,730759
3483,879,777627
3484,879,805802
3485,879,866500
3486,879,879214
3487,879,879214
3489,373,20583
3490,373,20583
3491,373,20583
3492,373,86240
3494,373,112368
3495,373,253479
3496,373,312573
3497,373,328688
3498,373,328688
3502,434,21517
3503,434,21517
3504,434,21517
3505,434,21517
3506,434,21517
3507,434,21517
3508,434,21517
3509,434,21517
3510,434,21517
3511,434,21517
3512,434,21517
3513,434,21517
3515,434,136358
3516,434,136358
3517,434,136358
3518,434,213157
3520,434,251930
3522,434,323076
3524,434,381085
3526,434,433531
3528,434,433532
3536,205,78659
3537,205,103513
3538,205,170300
3539,205,204531
3540,205,204532
3542,2303,50671
3543,2303,50671
3544,2303,50671
3545,2303,50671
3546,2303,50671
3547,2303,50671
3548,2303,50671
3549,2303,50671
3550,2303,50671
3551,2303,50671
3552,2303,50671
3553,2303,50671
3557,2303,1946098
3558,2303,1946098
3559,2303,1960861
3560,2303,1960861
3561,2303,2022395
3562,2303,2022395
3563,2303,2040685
3564,2303,2040685
3565,2303,2040686
3566,2303,2040686
3572,720,358218
3573,720,358218
3574,720,358218
3575,720,358218
3576,720,358218
3577,720,358218
3578,720,358218
3579,720,358218
3580,720,358218
3581,720,358218
3582,720,358218
3583,720,358218
3585,720,551854
3586,720,551854
3587,720,551854
3588,720,551854
3592,720,570750
3593,720,570750
3594,720,570750
3595,720,570750
3599,720,700042
3600,720,700042
3601,720,700042
3602,720,700042
3606,720,700732
3607,720,700732
3608,720,700732
3609,720,700732
3616,276,66378
3617,276,132419
3618,276,147444
3619,276,174311
3620,276,194169
3621,276,220901
3622,276,253484
3623,276,275529
3624,276,275530
3628,141,37881
3629,141,37881
3630,141,41556
3631,141,41556
3632,141,41556
3634,141,63678
3635,141,88431
3636,141,130550
3637,141,140510
3638,141,140515
3640,317,16148
3641,317,16148
3642,317,16148
3643,317,16148
3644,317,16148
3645,317,16148
3646,317,16148
3647,317,16148
3648,317,16148
3649,317,16148
3650,317,16148
3651,317,16148
3652,317,34115
3653,317,34115
3654,317,34115
3655,317,34115
3656,317,34115
3657,317,34115
3658,317,34115
3659,317,34115
3660,317,34115
3661,317,34115
3662,317,34115
3663,317,34115
3667,317,109181
3668,317,236499
3669,317,300719
3670,317,317012
3671,317,317012
3673,246,91948
3674,246,91948
3675,246,91948
3676,246,91948
3677,246,91948
3678,246,91948
3679,246,91948
3680,246,91948
3681,246,91948
3682,246,91948
3683,246,91948
3684,246,91948
3685,246,112884
3686,246,112885
3687,246,118963
3689,246,150899
3690,246,150899
3691,246,150899
3692,246,165348
3693,246,165348
3694,246,165348
3695,246,226546
3696,246,226546
3697,246,226546
3698,246,245601
3699,246,245601
3700,246,245601
3701,246,245608
3702,246,245608
3703,246,245608
3705,278,56977
3706,278,56977
3707,278,56977
3708,278,64341
3711,278,117693
3712,278,154635
3713,278,180442
3714,278,195144
3715,278,195144
3721,177,47110
3722,177,79195
3723,177,88922
3724,177,110848
3725,177,164868
3726,177,177221
3727,177,177224
3745,512,373008
3746,512,373008
3747,512,419316
3748,512,419316
3749,512,488016
3750,512,488016
3751,512,511574
3752,512,511574
3753,512,511576
3754,512,511576
3767,229,4874
3768,229,4874
3769,229,4874
3770,229,4874
3771,229,4874
3772,229,9638
3773,229,9639
3774,229,17037
3778,229,140139
3779,229,228938
3780,229,229026
3799,269,151580
3800,269,203586
3801,269,268591
3802,269,268611
3821,405,136260
3822,405,325753
